e_score,s_score,g_score,total_score,ticker_year,doc_vector
8.63,8.48,4.05,21.16,HLT_2019,"[-0.8100623  -1.5444098  -1.6608111   1.396624    1.4297248  -1.5073563
 -1.8870038   0.37870324 -1.3699007  -0.7649727  -1.153643   -0.6464613
 -1.0664986   2.4153564   1.3589712  -3.3603592   0.9747526  -3.0673294
 -2.2343311  -0.21978307  3.1270542   0.46040946  0.9934617  -0.04546141
  1.3778354  -1.8332094  -2.074374   -2.8804777   1.4807762  -1.5392946
 -1.769053    2.0180452   3.3313615  -2.3734713  -3.1728656   1.034921
  0.5558931  -2.2441027  -0.11317758 -0.48157692 -1.8199176   1.7651783
 -1.2304581  -2.649914   -2.7730474   0.19128543 -0.7836357   1.8121276
  1.9636638  -1.4955753   3.3906918  -1.4700097  -0.63864416 -3.427551
  0.12642464  1.3412334   1.1219614  -1.0356832   2.3987901  -2.8779402
 -4.520745    0.32166868 -0.7705636  -0.5569206   2.2248392  -0.8998227
  0.24420339  3.2910864  -2.259597   -2.290491   -0.524913    2.643799
  1.7004803   1.2676574  -0.493166   -1.2973144  -2.8033779   1.6998106
  3.2293525  -0.62680787  2.9923382   3.5860624  -5.487454   -1.1102872
  0.5871964  -4.2110744  -2.1910875  -0.3536036   2.3695776   0.25034156
  0.07626712  3.1973414  -1.4578344   5.1402073  -0.17535338  5.219759
  0.91939265 -1.0391104   1.888671    1.428298  ]"
8.22,8.24,3.87,20.33,HLT_2020,"[-2.8481099e-01 -2.0193508e+00 -2.1210272e+00  2.8539675e-01
  2.0883369e+00 -9.9105614e-01 -1.8598170e+00 -2.1260902e-02
 -2.1988125e+00 -4.6505898e-01 -2.2335711e+00 -5.7665563e-01
  2.6072162e-01  2.4844506e+00  2.0612395e+00 -3.0075099e+00
  1.4935367e+00 -1.9762733e+00 -2.1347477e+00 -5.7532586e-02
  2.0413713e+00  1.3895597e+00  1.0938265e+00 -1.3152355e+00
  5.8474368e-01 -2.0696442e+00 -2.1230330e+00 -1.6770880e+00
  8.7072855e-01 -9.8775584e-01 -1.0508919e+00  1.4882989e+00
  2.7286556e+00 -1.5741687e+00 -3.1008546e+00  9.9674249e-01
  5.4588807e-01 -2.6563573e+00  4.6271765e-01  4.6612877e-02
 -1.8261883e+00  2.3078098e+00 -8.1875920e-01 -2.0427566e+00
 -3.3646269e+00 -8.7331808e-01 -8.2011497e-01  1.6269916e+00
  1.9023765e+00 -2.0398977e+00  2.3298588e+00 -2.6577508e+00
 -1.2196194e+00 -3.4948821e+00 -9.4629204e-01 -2.9638180e-01
  8.7469023e-01  2.4798550e-01  2.3872406e+00 -3.2404950e+00
 -4.1673198e+00  3.1444174e-01  1.0660485e+00 -7.2810072e-01
  1.6809752e+00 -8.5847056e-01  2.4989608e-01  2.8229575e+00
 -1.0456849e+00 -2.4630249e+00 -1.7048454e+00  1.8157623e+00
  2.8814077e+00  3.5231960e-01  2.3516072e-01 -1.0762084e+00
 -2.1523652e+00  1.5690799e+00  1.5283785e+00  9.5182717e-01
  1.7976384e+00  3.5954468e+00 -4.4089794e+00  4.5538382e-03
  1.6444360e+00 -3.3645737e+00 -2.1796610e+00  1.4351115e-01
  1.3328004e+00  1.3757629e+00 -9.2752373e-01  3.3274026e+00
 -8.6759287e-01  4.4129915e+00 -1.4719874e+00  5.0002823e+00
  1.7449634e-01 -1.6103688e+00  1.8579376e+00  1.8498393e+00]"
8.04,8.13,3.61,19.78,HLT_2021,"[-1.0850639  -0.9257036  -2.0330524   0.9981756   2.3945665  -0.77660674
 -1.5165938   0.2081567  -2.485861   -0.817294   -2.2224405  -0.0303305
  0.41976044  2.9005697   2.2875178  -3.330836    1.8566493  -2.8579183
 -2.2552316   1.219023    1.4189038   0.71849066 -0.11164515 -2.2327354
  0.5889009  -2.1896002  -1.6529325  -2.1794984   0.04585472 -1.6333421
 -1.2328961   1.7759856   0.9176567  -1.6993933  -4.028644    1.2168814
  0.94046724 -2.0912971   1.1246514   0.39513803 -1.3837855   1.6822017
 -0.41279006 -2.6609414  -2.6312227  -0.75010043 -0.50424916  1.3123081
  1.70348    -1.5024917   2.5085044  -2.783706   -2.581736   -2.3234484
 -0.63563466 -0.6636407   1.6386012  -0.08663865  2.2501397  -3.1232865
 -3.5358734   1.1913059   1.012917   -0.56181735  2.5087736   0.38357866
  0.1300383   3.2068458  -0.15466289 -0.95981383 -1.100676    2.1084468
  2.6852021   1.6185485  -0.00418748 -1.0925267  -1.4704508   1.133731
  1.7997206  -0.1361129   2.4686213   3.6438136  -4.1561913  -0.6199642
  1.2801554  -3.508906   -2.3621156  -0.07198016  1.8131611   0.7721037
 -0.8655546   3.0465722  -1.232386    3.717196   -1.6269118   3.5748963
  1.6811104  -1.4128389   2.19485     1.4813803 ]"
10.56,12.32,5.12,27.96,HRL_2019,"[ 0.72548    -1.2991803  -1.1678506   1.8245353  -0.69518137 -1.6838582
 -0.6272846   1.6184949   1.4318136   0.2760238   2.2461603  -0.23619059
 -3.7957346  -1.6042109   3.3182654   1.4946798  -1.9974086   1.2466364
 -0.8140919  -4.1165085  -1.8004357   1.4427526   0.94309086 -0.06410378
  0.38477346  1.1943618  -1.1488539  -0.3155227   3.422694   -3.3813593
  1.0615181  -2.0686805  -2.3635063  -1.0934743  -3.6400366   1.4745417
  0.7590847  -0.15035096 -1.6835014  -3.3466573   3.9895868  -4.7624063
 -0.37978515 -0.06941555 -2.6707244   2.9514465  -0.5598907   1.9221137
 -0.63015336 -1.7653838   1.16244     3.7333288  -1.213686    1.8239033
 -1.3551475   3.8271108  -0.44018424 -0.17645173 -0.65208787  2.3145976
  0.97201675 -0.36554018 -1.0732695   2.9711547  -1.23585    -5.8705254
 -2.1759107  -1.2165259  -0.13695103 -1.5723785  -2.9865863   2.7101302
 -1.7128843  -1.826076   -2.479986    4.1701317  -1.7331345  -2.0727916
 -0.7988284  -5.12202     1.1070449  -1.3021653   0.36184698  0.8536753
  1.7608826   1.5175667   1.4397633   3.457797    0.76625794 -0.61242104
  4.105419    4.0280824  -0.72314954  2.3799098  -0.4996399   5.076091
  0.8769243  -4.963707    1.5368766  -0.52888256]"
10.02,11.23,4.98,26.24,HRL_2020,"[ 0.41746157 -0.7399113  -1.1585205   1.505022   -0.33108345 -0.92058855
 -0.37462837  1.9675891   0.9984159   0.6483507   2.3347461   0.18703876
 -4.029082   -0.8327908   3.6510096   1.0733643  -1.9369768   1.5153536
 -1.2744188  -3.361653   -1.6578251   2.810983    0.837695   -0.16976441
  0.10549762  1.0806477  -1.1829768  -0.9267636   3.2579706  -4.0775127
  0.76003605 -1.8846667  -2.0243063  -1.5023856  -3.7654421   2.126979
  0.9251784  -0.3298737  -1.2123235  -2.8896594   3.7967637  -4.4921637
 -0.68208885  0.03460397 -2.8340364   2.625694    0.00659116  1.5531561
 -0.40182132 -1.3575239   0.82303417  2.9717367  -1.5863373   2.0904038
 -1.6673928   3.3495817  -0.80276096  0.20046604 -0.9019228   2.6416848
  0.7186559  -0.7800897  -0.61191356  2.4130719  -0.76342887 -4.9652443
 -1.119617   -1.6677773   0.21622902 -1.4846555  -2.0946183   3.1723793
 -1.812395   -2.5611749  -1.848908    3.6023211  -0.5568436  -2.6618028
 -0.9306353  -5.7795568   1.0530398  -1.8839827   0.64961135  0.6263946
  1.8105774   2.1698396   1.2457124   3.76919     1.5228965  -0.45929292
  3.429279    4.024127   -1.2246741   1.7685112  -1.0773886   4.527875
  0.6188711  -4.992847    1.7168925  -0.45092076]"
10.73,10.32,5.04,26.1,HRL_2021,"[ 1.5954207  -1.4454793  -1.072313    1.9747632  -1.2200996  -1.8781215
 -0.32165304  1.3773376   0.98778254  0.7847799   1.1371335   0.06081934
 -3.4462671  -0.1620097   2.7186797   1.0619602  -1.2838186   0.436966
 -1.3440263  -2.89845    -0.6547458   2.8512757   0.8520097   0.35113162
  0.17274632  2.0165691   0.08808599 -0.6362074   3.424131   -3.6848135
  0.7576114  -1.8126254  -2.1779435  -0.932911   -3.006424    1.8601433
  0.37058267 -0.38430598 -1.1067214  -2.5870001   3.2855418  -3.9186006
 -0.2923799  -0.52567285 -4.3897266   2.7257512  -0.4578207   1.847811
 -1.2092258  -0.26478568  1.238259    3.7224498  -0.6101401   2.61239
 -2.0099843   4.025403   -0.7850272   0.48128372 -1.1580187   2.9571397
  0.00625704 -0.49060115 -0.9583145   3.109164   -0.02538831 -4.5874047
 -0.64231676 -2.362172   -0.1619013  -1.3452781  -2.1848476   3.5690901
 -2.1508923  -2.9624338  -2.9823377   3.372295   -0.93942976 -2.7039993
 -0.93836594 -5.1710553   0.371231   -1.9676023   0.30946168  0.07703116
  2.3669536   2.6289065   1.2206582   3.6553457   1.41064    -0.3347758
  3.427676    3.9642227  -0.83273727  2.620389   -2.0778296   4.734993
  1.2251557  -5.821556    1.4329731  -0.85467404]"
4.02,4.74,5.52,14.28,HST_2019,"[-4.0589085  -1.1664349  -1.458486    4.086595    0.00942228 -3.571161
 -3.2021272  -1.4088771  -2.391906   -1.4622006  -5.269214   -1.7440654
 -0.33989197  0.47154602  2.3065004  -1.2329838   2.1395593  -2.308759
 -1.3621696  -1.8629379  -0.4674738  -2.3357298  -1.8655252   0.726565
  1.1110427  -1.9991763   1.6840929  -0.0656295  -1.0226345  -1.4813316
 -1.0890808  -1.530237    2.4881828  -2.3805683   0.37991533  0.4221295
 -0.1308809  -2.3969848   1.031618   -2.9118297  -2.5888953   3.4443598
 -0.47330523 -3.7964473  -0.42936024 -1.6803963  -0.8266215   1.2799203
  1.3224233  -5.162837    2.7600884   0.54837626  1.5604144  -4.899873
 -0.58760273  1.0325481   0.84046537  0.02066367  0.5399604  -2.0773706
 -1.9857888   3.1584914  -0.62336636  0.10318881  2.9754572  -1.7309767
 -0.14616536  0.5601733  -0.34593818 -0.7606368  -0.7144705   0.38724878
  2.7255886   2.3725836  -3.6667     -0.39654124 -1.9786645   3.945402
  0.7920688   1.2008795   1.127141    3.4724598  -5.9197674   2.13065
  1.1876768  -1.1221482   0.26849127  0.65933233  0.8231218  -1.3052495
 -0.67934316  0.16571279 -0.99091893  3.9413848  -0.4746932   2.6805527
  2.0891352   1.6717097   1.0484624   3.3258913 ]"
3.97,5.15,5.42,14.55,HST_2020,"[-3.1796491e+00 -1.2932132e+00 -1.4668653e+00  3.7465689e+00
  1.2251350e+00 -4.2382312e+00 -2.0547032e+00 -1.1895967e+00
 -2.9181638e+00 -1.0447192e+00 -3.9086576e+00 -1.8227527e+00
  1.1802156e-01  2.1076469e+00  2.2264605e+00 -1.8450406e+00
  2.4519508e+00 -1.1575146e+00 -1.7840973e+00 -3.7226483e-01
 -8.5963279e-01 -1.8286973e+00 -2.0230715e+00 -4.7554305e-01
  1.2009585e+00 -1.7498446e+00 -1.2586345e-01  3.7910020e-01
 -8.3160979e-01 -1.3042034e+00 -6.7333989e-02 -1.5148203e+00
  3.2596457e+00 -3.1000688e+00 -7.6523304e-01  1.0506557e+00
  2.5016093e-01 -2.8737347e+00  7.3441982e-01 -2.2634566e+00
 -2.3562560e+00  3.6123569e+00 -7.6106399e-01 -4.3400502e+00
 -3.6960325e-01 -2.0944259e+00 -6.4087793e-02  1.6140753e+00
  2.0416820e+00 -5.4615808e+00  1.8385069e+00 -5.4686886e-01
  6.2021625e-01 -4.4870796e+00  8.4824614e-02  1.2196006e+00
  7.1975839e-01 -4.2714331e-01  3.6772093e-01 -1.4175358e+00
 -1.2840915e+00  2.9717517e+00  6.2880880e-01 -8.3655846e-01
  3.2914238e+00 -6.7540210e-01 -5.1340491e-01  1.3377228e+00
  1.8356533e-01 -5.5482167e-01 -3.1455025e-01  6.9406772e-01
  3.9629624e+00  2.4838977e+00 -2.2969432e+00 -1.3242615e+00
 -2.0711093e+00  2.9360433e+00 -3.1784713e-01  7.6631868e-01
 -1.3009791e-01  2.9688618e+00 -5.4680858e+00  5.8965719e-01
  1.4718135e-01 -4.4192189e-01  9.8157775e-01  1.8924301e+00
  9.1654402e-01 -1.0068166e+00 -5.6256402e-01 -1.9304686e-03
 -9.9798495e-01  3.0368047e+00 -9.0966088e-01  1.8674092e+00
  1.9671302e+00  2.0768690e+00  1.7603973e+00  2.7323577e+00]"
3.74,5.73,4.91,14.37,HST_2021,"[-3.131495   -0.63898015 -1.5193106   3.9552515   1.4163778  -3.864533
 -1.9650031  -1.2976352  -2.812205   -1.6523292  -4.2126513  -1.4554316
  0.6368184   2.7915573   2.3018343  -2.389376    2.3485825  -1.943548
 -1.9947673   0.36691192 -0.7438424  -1.4944831  -1.941466   -0.53935444
  0.9698087  -1.907451   -0.5675287   0.6119774  -0.61098737 -0.53922665
 -0.51923245 -0.7862463   2.049489   -3.2858639  -0.9472566   1.8022288
  0.1201029  -3.3764267   0.65388465 -1.2690293  -2.6990428   3.2675936
 -1.0251685  -4.63858    -0.20977443 -2.6528165  -0.00515248  1.6047232
  2.176279   -4.7441044   1.5677019  -1.4207125   0.7412732  -4.642292
  0.17123862  1.6777039   0.02223544  0.07288633  0.6874191  -1.2786273
 -1.6971831   2.8876598   0.26365092 -0.8231883   2.8000164  -0.0485108
  0.05575349  1.324332    0.04665219 -0.46543938 -0.7890247   0.36940035
  4.3109875   2.5017176  -1.9235843  -1.5171881  -2.2730968   3.6826344
  0.0914062   1.3892922  -0.4941123   2.3523002  -5.0063686   0.3892932
  0.80586743 -0.05149103  0.1686583   2.9243648   0.95396286 -1.4023939
  0.0342608   1.1489868  -0.5011876   3.7778559  -1.3407402   1.7276646
  2.5429296   1.924021    1.8456539   2.31109   ]"
9.14,10.87,5.92,25.95,HSY_2019,"[-1.1424603  -0.77397126  1.207386    1.3092102   0.67607933 -0.4759378
 -0.09049071 -0.5558066   0.942143    3.129272    0.6199234  -0.8255372
 -1.6782306  -2.2959547   1.0638777  -0.5434154  -2.5300226  -1.1994334
  0.6190844  -2.7637508  -1.8732644   2.227581    0.64296585  0.23823813
 -0.09939954 -0.6977807   0.1740393  -1.4153032   2.12077    -1.6817771
 -1.6048856  -1.1914395  -1.1940527   0.05906462 -4.2749968   0.67996514
  1.4497966  -2.9666522  -2.1668222  -1.567797    2.7584205   0.550734
 -2.5480795   0.18877026 -1.9254863   1.1394113  -4.0582952   0.6784042
  2.403403    0.8805018   1.0131079   1.4843773   0.9804027  -0.29294237
  2.4971406   0.90708923 -3.095283    3.1947508   0.5326271   1.2532953
  1.4300703  -0.18739605  1.4061038   0.81452656  0.41165352  0.02011346
  2.8498616   0.22051787 -0.7114933  -3.0181031  -0.32286325  3.2569737
 -1.8038945   0.7290344   1.2686568   1.9777114   1.9942453  -1.1661801
 -2.0515692  -4.159751    2.9835625  -0.28924766 -0.2981684  -0.7824697
  1.6139455  -1.3685249   0.3537011  -0.41984344  3.6190178   0.85625154
  0.32947007  2.8385425  -1.1872728   2.8413444   1.5910201   3.0331037
  2.233751   -3.5738103   1.8949411  -0.12946524]"
8.67,11.18,5.95,25.8,HSY_2020,"[-0.8976972  -1.1311675   0.7721442  -1.4257762  -0.2328142  -0.11925019
  1.3630126  -0.42554578  1.067544    2.6280107   0.688904    0.01733884
 -1.4675555  -2.5016222   0.6052681  -0.8682063  -3.2386377  -1.6215148
  0.74106145 -3.7392676  -0.44021484  2.906269    1.726851    0.12145277
  0.31109068  1.06799    -0.7764116  -2.5486336   1.4840876  -2.7456071
 -2.0258641   0.27877685 -1.4161425  -0.12462472 -5.320808    1.3625767
  2.160119   -3.022436   -3.041036   -0.33130997  2.87123     0.72625124
 -1.9132909  -0.0206927  -3.2084732   0.50330955 -2.7898061   0.64564353
  1.8948916   0.7728307   0.17790654  0.5100981  -0.76440364  0.49232537
  2.35463     0.5917657  -3.3225603   5.340907    0.30621538  1.1387976
  2.4177396  -0.4551434   1.3379669  -0.7606889   0.41375944  0.11230457
  3.0481174   0.17541632 -0.21715364 -2.4289763  -0.5898375   3.6247544
 -1.3696579   0.98022115  2.2437773   2.8439438   1.0198317  -1.8681686
 -1.55956    -3.8129032   2.6907344  -1.1747802   0.30225432 -1.5757393
  1.6570985  -2.1570075   0.95462257  0.45804968  3.3230553   0.9390467
 -1.3306344   2.421315   -1.1443452   2.946763    1.0595851   3.0771043
  2.3582854  -3.298912    1.7906072  -1.7968452 ]"
9.72,10.32,5.29,25.34,HSY_2021,"[-1.80777824e+00 -2.62026250e-01  1.20650852e+00 -1.22182059e+00
 -5.69289804e-01 -9.26776469e-01  1.24674904e+00  2.73734272e-01
  1.90162683e+00  3.38315415e+00  1.23199034e+00  2.40193918e-01
 -1.12590301e+00 -3.05913353e+00  5.11338949e-01 -9.97494996e-01
 -3.23385048e+00 -2.61536455e+00  4.20635581e-01 -2.68682051e+00
 -1.42745447e+00  2.90891552e+00  1.58772075e+00  1.08093441e+00
  1.10538459e+00  2.16058850e+00 -6.03109241e-01 -2.97734952e+00
  2.41054296e+00 -2.86144185e+00 -1.90438795e+00  9.94227767e-01
 -1.14577413e+00 -1.24926185e-02 -5.47857761e+00  6.89601719e-01
  2.38081813e+00 -2.82881451e+00 -2.92420673e+00 -1.17707098e+00
  2.57117033e+00  9.51395750e-01 -2.99970269e+00 -5.90483546e-01
 -3.83400226e+00  1.12648082e+00 -2.94006801e+00  3.28485668e-03
  1.97167552e+00  7.78611779e-01 -2.86243170e-01  2.28575277e+00
 -1.26135814e+00  6.84144437e-01  2.10639429e+00  1.50355434e+00
 -2.79923964e+00  5.11804771e+00  9.00209546e-01  1.60555506e+00
  1.72711360e+00  1.80415899e-01  2.00646162e+00 -1.41533554e-01
  1.25354302e+00  7.07453310e-01  2.70265174e+00  2.50142932e-01
 -4.73061115e-01 -1.59741890e+00 -8.27160716e-01  4.92827463e+00
 -2.06580758e+00  3.24733377e-01  2.06243563e+00  2.71633673e+00
  1.02962756e+00 -1.96674180e+00 -1.85840774e+00 -3.84310198e+00
  3.28923583e+00 -1.26114711e-01 -3.09768975e-01 -1.88626564e+00
  1.58112764e+00 -1.53523600e+00  1.50554645e+00  1.44930482e-01
  3.25112414e+00  2.93197751e-01 -1.32989788e+00  1.79630268e+00
 -1.90195167e+00  3.48154330e+00  1.69860375e+00  2.43051219e+00
  3.55218673e+00 -3.56715369e+00  1.84231746e+00 -2.37096381e+00]"
0.42,9.77,7.35,17.62,IBM_2019,"[-1.4045848e-01  2.4301326e-01 -8.0135036e-01 -2.1180353e+00
  3.1165178e+00  1.4142861e+00 -1.5282340e+00 -1.2289811e+00
  9.7839701e-01  5.8500195e-01  1.9278431e+00  6.7088860e-01
  1.1469724e+00 -2.6602144e+00  1.1997435e+00 -1.2099905e-01
 -1.8659565e+00  1.1347237e+00 -1.7138375e+00  3.1114563e-01
 -5.1803583e-01  1.7542710e+00 -2.5105004e+00 -7.3775277e-02
  9.6405125e-01 -2.4244864e+00 -1.5368992e+00  1.1276748e+00
 -1.7995025e-01 -3.0394882e-01  1.5968435e+00  2.2711742e+00
 -2.3588071e+00 -7.1984857e-01  3.9950269e-01  7.7418703e-01
 -1.3741584e+00 -3.2706642e+00 -2.4545321e+00  1.4441258e+00
  1.2524955e-01 -2.9010740e-01  1.5670136e-01 -3.2407386e+00
 -7.3695999e-01  7.3424900e-01  1.0730666e+00  8.4539406e-02
 -2.6667610e-01 -2.1710322e+00  5.6433779e-01 -6.0327441e-01
 -4.6216178e-01  1.2100821e+00  4.4253761e-01  7.0502615e-01
  5.6711274e-01  4.5986152e-01 -9.5342416e-01 -4.7519949e-01
  2.8377690e+00  3.5282117e-01 -8.7377161e-01  8.9816171e-01
  3.0408636e-01 -6.9309121e-01 -3.1293774e-04  8.7913179e-01
 -3.3087809e+00 -1.2482960e+00 -2.5736153e-01  2.2874039e-01
  5.5929698e-02  1.1532873e+00  1.7292284e+00 -1.1072782e+00
  1.0525299e+00 -1.8752811e+00  7.9786974e-01 -1.7985049e-01
 -1.1335251e+00  2.1499853e+00 -1.9663695e+00  1.9219433e-01
  5.7955998e-01 -1.2954156e+00  3.5123435e-01 -4.0213871e-01
  1.2933413e+00  2.2546146e+00 -1.5439974e+00  9.9805099e-01
 -3.1113174e+00 -7.3335946e-01  7.6428956e-01  9.4455439e-01
 -1.9869832e+00 -3.6021778e-01  3.4256527e-01 -1.0844198e+00]"
0.41,9.96,7.25,17.6,IBM_2020,"[ 1.0337878   0.01722151 -1.9593678  -2.2713063   4.1155505   1.9631077
 -2.2752056  -0.89504975  0.9439615   0.94445634  1.146861    1.0468403
  0.99870086 -2.766434    0.39570847 -0.24405088 -2.914345    1.2448647
 -2.9238489   0.8798992  -0.29927716  1.402325   -3.2988784  -0.10285494
  0.42388245 -2.7046063  -2.4212365   0.02858762  0.68246245 -1.281626
  1.3219001   2.6691427  -1.7393975  -0.6118764   0.3847391   0.11853594
 -0.46826008 -2.736579   -1.9988713   1.727057   -0.86223656  0.22312774
  0.92932683 -3.745988   -1.0011739   0.15882449  1.9346358  -0.41128117
 -0.02762798 -1.2680237  -1.2344568  -1.4747896  -0.6732053   0.7460647
  0.63068974  1.0762963   0.44826648  0.7646782  -0.7909867   0.10303415
  0.7902436  -0.2572524  -0.41309598  0.8083607   0.3794088  -0.71477383
  0.8921706  -0.20400372 -4.0499687  -1.3935277   0.47573236 -0.267864
  0.58400285 -0.49250504  3.099048   -1.0107266   2.9433346  -1.7317201
  0.8450438  -0.49132764 -0.948811    2.0209768  -1.9454377   0.36674032
  0.04539532 -0.27020988 -0.8083092  -1.2424685   0.885837    2.1208925
 -1.3856429   1.3087285  -3.6881983  -0.60708284 -0.18863277  1.2200698
 -2.6447356  -0.6888612   1.5300453  -0.90925777]"
0.42,9.4,7.43,17.24,IBM_2021,"[-0.31439424 -0.29056323 -1.3102971  -1.9946812   4.133755    1.321101
 -2.3929255  -0.93040544  0.5795381   1.191344    0.24766742  0.7570879
  2.1346643  -1.3924234   0.8156928  -0.8681201  -1.065774    0.4953034
 -3.311447    0.9413423   0.7121092   0.5623085  -2.3037608   0.40812567
 -0.02432566 -2.0269184  -0.89506716  0.5046627  -0.2656681  -0.58077145
  0.09864715  3.3944793  -1.5811532  -0.11182162 -0.25883985  0.39006487
 -0.30065912 -2.4190812  -1.8771349   0.4777325  -0.5653309   0.16073999
  1.2609347  -4.8004785  -1.1855121  -0.9640801   1.2191207  -0.06673042
  0.8187952  -0.8357256  -1.2793189  -0.09955978 -1.2014748   0.7879493
  0.164552   -0.04664169  1.3800915   1.4683506  -1.4503384   0.37376273
  1.5131522   0.53472936  0.19251181  2.1295183   0.82011324  0.4562812
  0.28001827  0.69849616 -3.538919    0.45082843  0.5232876  -0.54848397
 -0.35517505 -0.13868056  3.0420735  -1.7926477   1.0111817  -1.9777182
 -0.04962113  0.11531525 -0.27282196  1.6904182  -1.0081314  -0.18385482
 -0.9817013   0.15270236  0.35578015 -1.152229    1.918542    1.2121282
 -2.0060806   0.5435279  -2.9141524  -0.72412807  1.2322239   0.98724145
 -1.352344    0.18027909  1.5677083  -1.0446033 ]"
0.47,6.67,7.64,14.77,IBM_2022,"[-0.20325762 -0.23907663 -1.0716406  -2.6126065   3.780254    0.27608812
 -3.0748465  -0.49892032 -0.05812891  1.5101787   0.47210798  0.8942535
  1.4191438  -1.5030544   0.16415696 -0.6976858  -0.98967475 -0.3843027
 -3.9345343   0.33053926  1.260561    0.94147414 -2.779538    1.3581622
 -1.2912886  -0.960644   -1.0858178  -1.0253317  -0.39113617 -0.09280456
  0.07050502  3.2347178  -0.5186505   1.1860708  -0.79884046  0.42811412
 -0.6441232  -1.9618462  -2.8363483   0.24563593  0.03889574  0.43505228
  1.3666105  -4.478358   -0.3456028  -0.09163997  1.7386546   0.3221081
  0.82343173 -0.84649384 -1.7842118  -0.6287577  -0.18606831  0.71438795
 -0.10565874  0.8997511   2.007771    2.1799839  -1.2979975  -0.21199393
  1.5402637   0.5980443   1.0454977   2.2743359   1.4075148  -1.3705853
  1.0924203   0.46468592 -4.3529506   0.37259227  0.4518921  -0.8128146
 -1.1454915   0.48150542  2.262323   -1.3903683   1.209095   -1.1417274
  0.5192198  -0.25697634  0.5669271   2.1422398  -1.1393545   0.6402038
 -0.7403718   0.06568544 -0.77806675 -0.62982804  1.4375278   2.0815685
 -1.4545977  -0.1070291  -3.0407877  -1.3523152   1.0694215   0.52501553
 -1.2256212   1.0772235   1.9313016  -1.8701214 ]"
10.08,15.9,8.04,33.97,IEX_2018,"[ 0.98000157 -1.9107456  -0.18142472  3.6848807   0.10892216  1.6654572
  1.3854023   0.05184394 -2.4464333   1.9931617  -0.04978433  1.6418252
 -0.32240236  1.2516844   1.4958506  -0.51502997  1.4070932   1.287144
 -1.2284409  -1.3679241  -0.5243291  -0.7811131  -1.3942596  -1.4111527
 -2.03544    -0.40298644  2.0196257  -1.116822   -0.46289542 -3.1476867
  2.4170744   0.34258646  1.4404613  -0.6507434  -0.26878884 -0.95238954
 -1.5975273  -1.7905742   0.7614917   1.7710528   1.7124246  -3.464605
  0.01967586 -1.3482715   1.7274455  -1.1849778  -0.5532082   1.1138002
 -1.6606537  -1.3531873   1.3501339  -0.09062166  2.9017031  -1.9816567
 -1.3473505   0.6526171  -0.8345042  -1.5247456  -3.0093913   2.739879
  1.8657408  -0.44709408  3.5508642  -1.5437896  -2.782189   -0.28660288
  0.43936348  0.3295405  -0.8525434  -2.5929546   0.30556884 -2.3353767
 -2.9175868   0.40471837 -1.6191778   1.0773001   0.97501194  0.35388932
 -1.9248445  -0.19486566  0.86932385  0.33242583 -3.236079    0.09765654
  2.6407914   2.5405855   0.77815187  0.3728855   0.8694244  -0.41448286
  1.0805107   2.338498   -0.12810656  1.3049526   2.4291515   1.8278761
 -0.41482472 -2.927125   -2.4197505   2.024378  ]"
10.67,15.4,7.66,33.74,IEX_2020,"[ 0.7199273  -3.1734345   2.5404108   1.6836157   0.00699178  1.6907237
 -0.5068723  -0.18450667 -1.8068423   1.8836194  -0.6226472   2.2069962
 -0.79770756  1.5055888   2.15739    -0.723862    1.1607612   1.0132709
 -1.5002311  -1.1332289   1.7918681   1.2800447   0.62581927 -0.5337719
 -1.5418179  -0.361428    2.592818   -0.7863994  -1.3741254  -2.504881
  2.5974903   0.4992049   0.7987564  -1.1294985  -1.4896586   0.83087516
 -1.0354227  -2.4208856   0.13940996  2.2410421   2.8851354  -2.9910176
  1.5111649  -1.2352328   1.7434083  -0.39006084 -0.11195138  1.1808028
 -0.76688546 -0.58783644  1.2997088   0.99897575  3.6268778  -1.2653259
 -3.6112761   0.86578155 -2.9716756  -1.8901548  -3.4434555   3.095584
  2.1454127  -1.8112476   2.462713   -2.2467194  -1.8950473  -0.5060519
  1.5021228   0.26311392 -1.1087234  -4.0433517  -0.93139017 -0.67971337
 -1.534438   -1.1388949  -1.9986302   0.6319308   0.10196369 -0.21213467
 -0.6771513   0.4533043   0.3152836   1.5164361  -1.1977725  -0.9824163
  1.7060615   3.235481    0.24159674 -0.1815761  -0.4885707   0.90915585
  0.35113117  4.189595    0.05064369  0.7778098   1.3743167   3.060273
  0.5915607  -3.5906446  -0.84985334  0.693286  ]"
